season,team,sos
2012,LSU ,8.6
2012,St Josephs ,8.6
2012,Rutgers ,8.4
2012,Saint Louis ,8.4
2012,St Johns ,8.2
2012,Texas A&M ,8.2
2012,Arizona ,8.1
2012,New Mexico ,8.1
2012,Washington ,8.0
2012,Marshall ,7.9
2012,UCLA ,7.9
2012,Creighton ,7.9
2012,Colorado St ,7.9
2012,Miss State ,7.9
2012,Maryland ,7.8
2012,Providence ,7.8
2012,Dayton ,7.6
2012,Gonzaga ,7.6
2012,N Iowa ,7.5
2012,Richmond ,7.5
2012,St Bonavent ,7.5
2012,Oregon ,7.5
2012,San Diego St ,7.4
2012,Clemson ,7.4
2012,Stanford ,7.4
2012,Missouri St ,7.3
2012,S Carolina ,7.3
2012,Duquesne ,7.2
2012,La Salle ,7.2
2012,Colorado ,7.0
2012,UAB ,7.0
2012,GA Tech ,7.0
2012,Charlotte ,6.8
2012,U Mass ,6.8
2012,Lg Beach St ,6.8
2012,USC ,6.7
2012,Oregon St ,6.6
2012,Geo Wshgtn ,6.6
2012,DePaul ,6.6
2012,S Mississippi ,6.5
2012,Tulsa ,6.5
2012,Arkansas ,6.3
2012,Akron ,6.3
2012,BYU ,6.3
2012,Texas Tech ,6.2
2012,St Marys ,6.2
2012,Auburn ,6.2
2012,Illinois St ,6.1
2012,Boise State ,6.1
2012,Belmont ,6.0
2012,Buffalo ,5.9
2012,TX Christian ,5.9
2012,Drake ,5.9
2012,Wash State ,5.9
2012,Evansville ,5.8
2012,Wake Forest ,5.7
2012,Central FL ,5.7
2012,TX El Paso ,5.7
2012,VCU ,5.6
2012,Indiana St ,5.6
2012,Wyoming ,5.6
2012,Rhode Island ,5.6
2012,Old Dominion ,5.3
2012,Iona ,5.0
2012,Boston Col ,5.0
2012,Cleveland St ,4.8
2012,Butler ,4.7
2012,Middle Tenn ,4.7
2012,Arizona St ,4.5
2012,Bowling Grn ,4.5
2012,Harvard ,4.5
2012,U Penn ,4.5
2012,Davidson ,4.4
2012,Ohio ,4.4
2012,Fairfield ,4.4
2012,Miami (OH) ,4.4
2012,Drexel ,4.3
2012,S Illinois ,4.3
2012,Princeton ,4.2
2012,E Carolina ,4.2
2012,Kent State ,4.1
2012,Bradley ,4.1
2012,NC-Wilmgton ,4.0
2012,Northeastrn ,4.0
2012,Geo Mason ,3.9
2012,Fla Atlantic ,3.8
2012,Rice ,3.8
2012,Air Force ,3.7
2012,Oral Roberts ,3.6
2012,Denver ,3.6
2012,W Michigan ,3.6
2012,WI-Grn Bay ,3.6
2012,WI-Milwkee ,3.6
2012,N Mex State ,3.6
2012,Loyola Mymt ,3.5
2012,Cornell ,3.5
2012,Detroit ,3.5
2012,Mercer ,3.4
2012,S Methodist ,3.4
2012,Fordham ,3.3
2012,Utah ,3.3
2012,Portland ,3.2
2012,Jacksonville ,3.2
2012,S Dakota St ,3.2
2012,Valparaiso ,3.1
2012,E Tenn St ,3.1
2012,Bucknell ,3.1
2012,Oakland ,3.1
2012,Hofstra ,2.9
2012,W Kentucky ,2.9
2012,Delaware ,2.9
2012,Georgia St ,2.9
2012,Houston ,2.8
2012,UCSB ,2.8
2012,Fresno St ,2.8
2012,Arkansas St ,2.8
2012,Utah State ,2.7
2012,Wright State ,2.7
2012,N Florida ,2.7
2012,AR Lit Rock ,2.7
2012,Col Charlestn ,2.7
2012,San Fransco ,2.7
2012,Loyola-MD ,2.5
2012,Austin Peay ,2.5
2012,Yale ,2.5
2012,Youngs St ,2.5
2012,Fla Gulf Cst ,2.5
2012,Murray St ,2.4
2012,Nevada ,2.3
2012,Rider ,2.3
2012,SC Upstate ,2.3
2012,Rob Morris ,2.2
2012,Lehigh ,2.2
2012,Manhattan ,2.2
2012,Wagner ,2.2
2012,Lipscomb ,2.2
2012,Florida Intl ,2.1
2012,Boston U ,2.1
2012,NC-Asheville ,2.0
2012,Lamar ,2.0
2012,Idaho ,1.9
2012,Siena ,1.9
2012,LA Lafayette ,1.9
2012,James Mad ,1.8
2012,TX-Arlington ,1.7
2012,Tulane ,1.6
2012,Stetson ,1.6
2012,North Texas ,1.6
2012,Columbia ,1.6
2012,San Diego ,1.5
2012,Troy ,1.4
2012,LIU-Brooklyn ,1.4
2012,Niagara ,1.4
2012,Central Mich ,1.4
2012,Towson ,1.3
2012,Weber State ,1.3
2012,Lafayette ,1.3
2012,Wm & Mary ,1.2
2012,Loyola-Chi ,1.2
2012,S Alabama ,1.2
2012,N Dakota St ,1.1
2012,TN State ,1.1
2012,Holy Cross ,1.1
2012,LA Tech ,1.1
2012,American ,1.0
2012,E Michigan ,1.0
2012,Quinnipiac ,1.0
2012,IUPUI ,0.9
2012,TX-San Ant ,0.9
2012,Vermont ,0.8
2012,E Washingtn ,0.8
2012,W Illinois ,0.8
2012,IL-Chicago ,0.7
2012,NC-Grnsboro ,0.7
2012,Montana ,0.7
2012,San Jose St ,0.6
2012,Hawaii ,0.6
2012,Central Conn ,0.6
2012,TN Tech ,0.6
2012,W Carolina ,0.6
2012,GA Southern ,0.6
2012,Pepperdine ,0.5
2012,Cal Poly ,0.5
2012,Wofford ,0.5
2012,Furman ,0.4
2012,Ball State ,0.3
2012,Santa Clara ,0.3
2012,Marist ,0.3
2012,St Peters ,0.3
2012,Portland St ,0.2
2012,Monmouth ,0.2
2012,Dartmouth ,0.2
2012,LA Monroe ,0.1
2012,Morehead St ,0.1
2012,Winthrop ,0.1
2012,App State ,0.1
2012,Elon ,0.1
2012,Campbell ,0.0
2012,Sacred Hrt ,0.0
2012,UC Irvine ,-0.0
2012,TX A&M-CC ,-0.1
2012,Stony Brook ,-0.1
2012,Charl South ,-0.1
2012,N Colorado ,-0.1
2012,Toledo ,-0.2
2012,Samford ,-0.2
2012,St Fran (NY) ,-0.3
2012,McNeese St ,-0.3
2012,High Point ,-0.4
2012,S Utah ,-0.4
2012,Kennesaw St ,-0.4
2012,UC Riverside ,-0.4
2012,Gard-Webb ,-0.5
2012,IPFW ,-0.6
2012,Idaho State ,-0.6
2012,Albany ,-0.6
2012,Mt St Marys ,-0.8
2012,Coastal Car ,-0.8
2012,UMKC ,-0.9
2012,Presbyterian ,-0.9
2012,Chattanooga ,-0.9
2012,Ste F Austin ,-0.9
2012,St Fran (PA) ,-0.9
2012,CS Fullerton ,-1.0
2012,Seattle ,-1.0
2012,NW State ,-1.1
2012,Morgan St ,-1.1
2012,Colgate ,-1.2
2012,CS Bakersfld ,-1.2
2012,Pacific ,-1.3
2012,Brown ,-1.3
2012,NC Central ,-1.4
2012,Citadel ,-1.4
2012,Jksnville St ,-1.5
2012,South Dakota ,-1.5
2012,Cal St Nrdge ,-1.5
2012,Savannah St ,-1.6
2012,E Kentucky ,-1.7
2012,Bryant ,-1.7
2012,Hartford ,-1.7
2012,N Illinois ,-1.7
2012,F Dickinson ,-1.7
2012,Maine ,-1.8
2012,Navy ,-1.8
2012,SE Missouri ,-1.8
2012,Montana St ,-1.8
2012,Canisius ,-1.9
2012,UC Davis ,-2.1
2012,Sam Hous St ,-2.1
2012,Norfolk St ,-2.1
2012,Liberty ,-2.1
2012,Radford ,-2.1
2012,Delaware St ,-2.4
2012,Hampton ,-2.5
2012,Texas State ,-2.5
2012,VA Military ,-2.6
2012,Maryland ES ,-2.7
2012,Miss Val St ,-2.8
2012,Howard ,-2.9
2012,Army ,-2.9
2012,Beth-Cook ,-3.1
2012,Maryland BC ,-3.2
2012,Sac State ,-3.3
2012,TN Martin ,-3.3
2012,N Hampshire ,-3.3
2012,Coppin State ,-3.3
2012,E Illinois ,-3.4
2012,SIU Edward ,-3.5
2012,N Arizona ,-3.5
2012,NC A&T ,-3.7
2012,Utah Val St ,-3.7
2012,Binghamton ,-3.8
2012,Florida A&M ,-3.9
2012,TX Southern ,-3.9
2012,Nicholls St ,-4.5
2012,North Dakota ,-4.6
2012,TX-Pan Am ,-4.8
2012,SE Louisiana ,-4.8
2012,Chicago St ,-5.0
2012,Central Ark ,-5.3
2012,Ark Pine Bl ,-5.6
2012,Houston Bap ,-5.8
2012,NJIT ,-5.9
2012,S Car State ,-6.0
2012,Jackson St ,-6.4
2012,Alabama St ,-6.9
2012,Longwood ,-7.6
2012,Grambling St ,-8.0
2012,Prairie View ,-8.4
2012,Southern ,-8.5
2012,Alab A&M ,-8.7
2012,Alcorn State ,-9.5
2012,Neb Omaha ,-11.4
2013,Michigan St ,10.2
2013,Wisconsin ,10.0
2013,Ohio State ,10.0
2013,Louisville ,9.7
2013,Indiana ,9.7
2013,Duke ,9.5
2013,Minnesota ,9.4
2013,Michigan ,9.1
2013,Florida ,9.1
2013,Kansas ,8.8
2013,Syracuse ,8.4
2013,Marquette ,8.1
2013,Georgetown ,8.1
2013,Missouri ,7.7
2013,Kentucky ,7.6
2013,N Carolina ,7.6
2013,Pittsburgh ,7.6
2013,Miami (FL) ,7.5
2013,Baylor ,7.5
2013,Kansas St ,7.4
2013,Illinois ,7.3
2013,Oklahoma St ,7.3
2013,Oklahoma ,7.3
2013,Cincinnati ,7.1
2013,Villanova ,6.8
2013,Iowa State ,6.8
2013,NC State ,6.7
2013,Connecticut ,6.7
2013,Arizona ,6.7
2013,Purdue ,6.7
2013,Notre Dame ,6.6
2013,Colorado ,6.6
2013,Iowa ,6.6
2013,Tennessee ,6.5
2013,Stanford ,6.4
2013,New Mexico ,6.4
2013,USC ,6.3
2013,California ,6.1
2013,W Virginia ,5.9
2013,UCLA ,5.9
2013,Butler ,5.8
2013,Gonzaga ,5.8
2013,San Diego St ,5.6
2013,Florida St ,5.5
2013,Providence ,5.5
2013,Creighton ,5.4
2013,UNLV ,5.4
2013,VCU ,5.4
2013,Arkansas ,5.4
2013,Rutgers ,5.4
2013,Nebraska ,5.4
2013,S Florida ,5.3
2013,Texas ,5.3
2013,Virginia ,5.2
2013,N Iowa ,5.2
2013,Washington ,5.2
2013,Colorado St ,5.1
2013,Boise State ,5.0
2013,St Johns ,5.0
2013,Wichita St ,5.0
2013,Northwestern ,4.9
2013,Penn State ,4.8
2013,Xavier ,4.7
2013,La Salle ,4.6
2013,Georgia ,4.6
2013,Seton Hall ,4.6
2013,Oregon ,4.6
2013,Alabama ,4.5
2013,Vanderbilt ,4.5
2013,Temple ,4.5
2013,Saint Louis ,4.4
2013,Fresno St ,4.4
2013,St Josephs ,4.4
2013,Clemson ,4.4
2013,Wake Forest ,4.4
2013,Mississippi ,4.3
2013,Illinois St ,4.3
2013,Boston Col ,4.3
2013,GA Tech ,4.2
2013,Richmond ,4.2
2013,Indiana St ,4.2
2013,Texas A&M ,4.0
2013,VA Tech ,4.0
2013,Maryland ,4.0
2013,Dayton ,3.8
2013,Drake ,3.8
2013,U Mass ,3.8
2013,Memphis ,3.8
2013,Wash State ,3.7
2013,Air Force ,3.6
2013,Geo Wshgtn ,3.6
2013,Oregon St ,3.5
2013,St Bonavent ,3.4
2013,LSU ,3.4
2013,Wyoming ,3.4
2013,DePaul ,3.2
2013,Nevada ,3.2
2013,Arizona St ,3.1
2013,St Marys ,3.0
2013,Rhode Island ,3.0
2013,Utah ,3.0
2013,S Mississippi ,3.0
2013,Evansville ,2.9
2013,BYU ,2.6
2013,Fordham ,2.6
2013,Auburn ,2.5
2013,Denver ,2.5
2013,Belmont ,2.3
2013,Duquesne ,2.1
2013,TX El Paso ,2.1
2013,Detroit ,2.0
2013,Charlotte ,2.0
2013,Missouri St ,1.7
2013,Middle Tenn ,1.4
2013,S Illinois ,1.4
2013,N Mex State ,1.3
2013,UAB ,1.1
2013,Iona ,1.1
2013,Miss State ,1.1
2013,Bradley ,1.0
2013,Akron ,0.8
2013,Ohio ,0.8
2013,S Carolina ,0.5
2013,Canisius ,0.5
2013,San Fransco ,0.5
2013,Manhattan ,0.5
2013,Central FL ,0.4
2013,Santa Clara ,0.3
2013,Davidson ,0.2
2013,Harvard ,0.2
2013,Valparaiso ,0.2
2013,Drexel ,0.2
2013,TX Christian ,0.2
2013,Bucknell ,0.2
2013,Lg Beach St ,0.2
2013,Geo Mason ,0.1
2013,WI-Grn Bay ,0.1
2013,Texas Tech ,0.0
2013,TX-Arlington ,-0.0
2013,Pacific ,-0.2
2013,Tulsa ,-0.2
2013,San Diego ,-0.3
2013,Marshall ,-0.3
2013,Delaware ,-0.3
2013,Rider ,-0.3
2013,Utah State ,-0.3
2013,Princeton ,-0.3
2013,UC Irvine ,-0.4
2013,Idaho ,-0.4
2013,N Dakota St ,-0.4
2013,Fairfield ,-0.4
2013,Oakland ,-0.5
2013,LA Tech ,-0.5
2013,Loyola Mymt ,-0.6
2013,Niagara ,-0.6
2013,E Carolina ,-0.6
2013,TN State ,-0.6
2013,Loyola-MD ,-0.7
2013,Yale ,-0.7
2013,Buffalo ,-0.8
2013,IL-Chicago ,-0.8
2013,Kent State ,-0.9
2013,Lehigh ,-1.0
2013,Marist ,-1.0
2013,Miami (OH) ,-1.1
2013,TX-San Ant ,-1.1
2013,UCSB ,-1.2
2013,Murray St ,-1.2
2013,U Penn ,-1.3
2013,Towson ,-1.3
2013,Morehead St ,-1.3
2013,Cal Poly ,-1.3
2013,Oral Roberts ,-1.3
2013,S Dakota St ,-1.4
2013,S Methodist ,-1.4
2013,Northeastrn ,-1.5
2013,Pepperdine ,-1.5
2013,Wright State ,-1.5
2013,Stony Brook ,-1.6
2013,Youngs St ,-1.7
2013,Siena ,-1.8
2013,E Kentucky ,-1.8
2013,Loyola-Chi ,-1.9
2013,Florida Intl ,-1.9
2013,Portland ,-1.9
2013,Old Dominion ,-2.0
2013,W Kentucky ,-2.0
2013,Boston U ,-2.0
2013,W Michigan ,-2.1
2013,Georgia St ,-2.1
2013,Tulane ,-2.2
2013,James Mad ,-2.2
2013,Holy Cross ,-2.2
2013,Mercer ,-2.2
2013,Fla Gulf Cst ,-2.2
2013,UC Davis ,-2.3
2013,Cleveland St ,-2.3
2013,St Peters ,-2.3
2013,LA Lafayette ,-2.4
2013,Toledo ,-2.4
2013,Bowling Grn ,-2.4
2013,Seattle ,-2.4
2013,WI-Milwkee ,-2.5
2013,Hofstra ,-2.5
2013,Army ,-2.5
2013,Vermont ,-2.5
2013,Colgate ,-2.5
2013,Lafayette ,-2.5
2013,San Jose St ,-2.5
2013,CS Fullerton ,-2.5
2013,S Alabama ,-2.7
2013,Sacred Hrt ,-2.7
2013,LA Monroe ,-2.7
2013,Wm & Mary ,-2.7
2013,Cal St Nrdge ,-2.8
2013,St Fran (NY) ,-2.8
2013,AR Lit Rock ,-2.8
2013,Texas State ,-2.8
2013,Brown ,-2.8
2013,Arkansas St ,-2.8
2013,American ,-2.9
2013,Columbia ,-2.9
2013,N Florida ,-2.9
2013,Col Charlestn ,-3.0
2013,SC Upstate ,-3.0
2013,NC-Wilmgton ,-3.0
2013,Quinnipiac ,-3.1
2013,Wagner ,-3.1
2013,Cornell ,-3.1
2013,Fla Atlantic ,-3.2
2013,Mt St Marys ,-3.2
2013,Central Mich ,-3.2
2013,Houston ,-3.2
2013,NW State ,-3.2
2013,Rob Morris ,-3.3
2013,TX Southern ,-3.3
2013,Dartmouth ,-3.4
2013,E Tenn St ,-3.4
2013,Wofford ,-3.4
2013,TN Tech ,-3.4
2013,Central Conn ,-3.4
2013,Jksnville St ,-3.4
2013,LIU-Brooklyn ,-3.5
2013,Maine ,-3.6
2013,Hawaii ,-3.6
2013,NC-Asheville ,-3.7
2013,Ste F Austin ,-3.7
2013,Bryant ,-3.8
2013,Montana ,-3.8
2013,Weber State ,-3.8
2013,South Dakota ,-3.8
2013,Troy ,-3.8
2013,Stetson ,-3.9
2013,N Hampshire ,-3.9
2013,Savannah St ,-3.9
2013,Albany ,-4.0
2013,North Texas ,-4.0
2013,E Michigan ,-4.1
2013,N Kentucky ,-4.1
2013,Morgan St ,-4.1
2013,Lipscomb ,-4.1
2013,Hartford ,-4.2
2013,CS Bakersfld ,-4.2
2013,Nicholls St ,-4.2
2013,Rice ,-4.2
2013,W Carolina ,-4.2
2013,Elon ,-4.4
2013,Monmouth ,-4.4
2013,UC Riverside ,-4.4
2013,Ball State ,-4.4
2013,W Illinois ,-4.4
2013,N Illinois ,-4.5
2013,St Fran (PA) ,-4.5
2013,NC Central ,-4.7
2013,GA Southern ,-4.7
2013,Norfolk St ,-4.8
2013,TX A&M-CC ,-4.8
2013,Navy ,-4.8
2013,N Arizona ,-4.8
2013,Charl South ,-4.8
2013,IPFW ,-4.9
2013,Coppin State ,-4.9
2013,SE Missouri ,-5.0
2013,Kennesaw St ,-5.0
2013,Austin Peay ,-5.0
2013,E Washingtn ,-5.1
2013,Gard-Webb ,-5.1
2013,Samford ,-5.1
2013,Maryland BC ,-5.1
2013,Lamar ,-5.1
2013,Jacksonville ,-5.1
2013,N Colorado ,-5.2
2013,UMKC ,-5.2
2013,E Illinois ,-5.2
2013,Sam Hous St ,-5.2
2013,Coastal Car ,-5.3
2013,SE Louisiana ,-5.3
2013,NC A&T ,-5.4
2013,Winthrop ,-5.4
2013,NC-Grnsboro ,-5.5
2013,F Dickinson ,-5.6
2013,App State ,-5.7
2013,Delaware St ,-5.7
2013,Idaho State ,-5.7
2013,Maryland ES ,-5.8
2013,Chattanooga ,-5.8
2013,McNeese St ,-5.9
2013,Beth-Cook ,-6.0
2013,Hampton ,-6.0
2013,SIU Edward ,-6.1
2013,North Dakota ,-6.1
2013,IUPUI ,-6.1
2013,Liberty ,-6.2
2013,S Utah ,-6.3
2013,High Point ,-6.4
2013,Binghamton ,-6.4
2013,Sac State ,-6.7
2013,Furman ,-6.7
2013,Southern ,-6.7
2013,Portland St ,-6.9
2013,TN Martin ,-6.9
2013,VA Military ,-7.0
2013,Citadel ,-7.0
2013,Ark Pine Bl ,-7.1
2013,Central Ark ,-7.1
2013,Neb Omaha ,-7.2
2013,Campbell ,-7.3
2013,Florida A&M ,-7.3
2013,Howard ,-7.4
2013,Radford ,-7.5
2013,Jackson St ,-7.5
2013,Utah Val St ,-7.5
2013,Montana St ,-7.6
2013,Presbyterian ,-7.8
2013,S Car State ,-8.2
2013,Chicago St ,-8.2
2013,Alcorn State ,-8.3
2013,Miss Val St ,-8.3
2013,Longwood ,-8.8
2013,NJIT ,-8.9
2013,Houston Bap ,-9.5
2013,TX-Pan Am ,-9.5
2013,Alabama St ,-9.6
2013,Prairie View ,-10.1
2013,New Orleans ,-10.3
2013,Alab A&M ,-10.3
2013,Grambling St ,-11.0
2014,Michigan ,11.0
2014,Kansas ,10.7
2014,Iowa ,10.1
2014,Wisconsin ,10.0
2014,Michigan St ,9.9
2014,Arizona ,9.6
2014,Duke ,9.4
2014,Villanova ,9.4
2014,Ohio State ,8.7
2014,Creighton ,8.7
2014,Oklahoma St ,8.7
2014,Iowa State ,8.6
2014,Florida ,8.5
2014,Georgetown ,8.4
2014,Florida St ,8.4
2014,Virginia ,8.4
2014,Syracuse ,8.3
2014,N Carolina ,8.3
2014,Kentucky ,8.2
2014,Marquette ,8.0
2014,Louisville ,7.9
2014,Xavier ,7.8
2014,Illinois ,7.8
2014,Stanford ,7.7
2014,Minnesota ,7.7
2014,Baylor ,7.7
2014,Indiana ,7.6
2014,Oklahoma ,7.5
2014,Providence ,7.5
2014,Nebraska ,7.4
2014,Maryland ,7.4
2014,Arizona St ,7.4
2014,Texas ,7.2
2014,W Virginia ,7.2
2014,Colorado ,7.1
2014,Pittsburgh ,7.1
2014,Tennessee ,7.1
2014,Connecticut ,7.1
2014,UCLA ,7.1
2014,St Johns ,7.1
2014,Oregon ,7.0
2014,Memphis ,6.9
2014,California ,6.8
2014,Boston Col ,6.8
2014,Cincinnati ,6.7
2014,Penn State ,6.7
2014,Alabama ,6.7
2014,Kansas St ,6.6
2014,Purdue ,6.4
2014,Butler ,6.4
2014,Texas Tech ,6.3
2014,Notre Dame ,6.3
2014,Clemson ,6.0
2014,Arkansas ,6.0
2014,S Methodist ,5.8
2014,Northwestern ,5.8
2014,VCU ,5.7
2014,Missouri ,5.6
2014,Utah ,5.6
2014,LSU ,5.6
2014,NC State ,5.5
2014,Miami (FL) ,5.5
2014,U Mass ,5.4
2014,DePaul ,5.3
2014,GA Tech ,5.3
2014,San Diego St ,5.2
2014,BYU ,5.2
2014,Seton Hall ,5.1
2014,Vanderbilt ,5.1
2014,New Mexico ,5.1
2014,Wake Forest ,5.0
2014,Oregon St ,5.0
2014,Temple ,5.0
2014,Geo Wshgtn ,5.0
2014,Mississippi ,4.9
2014,USC ,4.8
2014,Washington ,4.8
2014,St Josephs ,4.6
2014,S Carolina ,4.5
2014,Saint Louis ,4.4
2014,Georgia ,4.4
2014,Dayton ,4.3
2014,Gonzaga ,4.3
2014,La Salle ,4.2
2014,Geo Mason ,4.0
2014,Richmond ,3.9
2014,Wash State ,3.7
2014,VA Tech ,3.6
2014,Boise State ,3.6
2014,Auburn ,3.3
2014,St Bonavent ,3.2
2014,Wichita St ,2.7
2014,UNLV ,2.7
2014,Fresno St ,2.7
2014,Rhode Island ,2.6
2014,N Iowa ,2.5
2014,S Florida ,2.4
2014,St Marys ,2.4
2014,Nevada ,2.4
2014,TX Christian ,2.3
2014,Central FL ,2.3
2014,Texas A&M ,2.2
2014,Pacific ,2.1
2014,Rutgers ,2.0
2014,Houston ,2.0
2014,San Fransco ,2.0
2014,Utah State ,2.0
2014,Loyola Mymt ,1.9
2014,Harvard ,1.8
2014,Duquesne ,1.4
2014,Fordham ,1.3
2014,Oakland ,1.3
2014,Wyoming ,1.2
2014,Portland ,1.2
2014,Colorado St ,1.1
2014,Lg Beach St ,1.1
2014,Iona ,1.1
2014,Pepperdine ,1.0
2014,Delaware ,1.0
2014,Cleveland St ,1.0
2014,N Dakota St ,1.0
2014,Drexel ,0.9
2014,Santa Clara ,0.9
2014,LA Tech ,0.9
2014,Tulsa ,0.9
2014,WI-Grn Bay ,0.8
2014,San Diego ,0.7
2014,Illinois St ,0.7
2014,Indiana St ,0.6
2014,Denver ,0.3
2014,E Michigan ,0.3
2014,Miss State ,0.3
2014,Northeastrn ,0.3
2014,Missouri St ,0.2
2014,Akron ,0.2
2014,Ohio ,0.1
2014,UCSB ,0.1
2014,S Mississippi ,0.1
2014,Drake ,0.1
2014,Belmont ,0.0
2014,Detroit ,0.0
2014,Princeton ,-0.0
2014,Yale ,-0.1
2014,Manhattan ,-0.1
2014,S Illinois ,-0.2
2014,TX El Paso ,-0.2
2014,WI-Milwkee ,-0.2
2014,Middle Tenn ,-0.3
2014,Miami (OH) ,-0.3
2014,Boston U ,-0.4
2014,Cal Poly ,-0.4
2014,Toledo ,-0.4
2014,N Mex State ,-0.4
2014,UC Irvine ,-0.4
2014,Bowling Grn ,-0.5
2014,Valparaiso ,-0.6
2014,Canisius ,-0.6
2014,Evansville ,-0.6
2014,Siena ,-0.7
2014,U Penn ,-0.7
2014,IL-Chicago ,-0.8
2014,San Jose St ,-0.8
2014,Columbia ,-0.9
2014,Bucknell ,-0.9
2014,Quinnipiac ,-1.0
2014,Buffalo ,-1.0
2014,Old Dominion ,-1.0
2014,W Michigan ,-1.0
2014,Niagara ,-1.0
2014,LA Lafayette ,-1.1
2014,Holy Cross ,-1.1
2014,Vermont ,-1.1
2014,James Mad ,-1.1
2014,Wright State ,-1.1
2014,Youngs St ,-1.2
2014,Marist ,-1.3
2014,S Dakota St ,-1.3
2014,Bradley ,-1.3
2014,Fairfield ,-1.4
2014,LA Monroe ,-1.4
2014,American ,-1.4
2014,Charlotte ,-1.4
2014,Wm & Mary ,-1.4
2014,Towson ,-1.4
2014,Davidson ,-1.5
2014,Kent State ,-1.5
2014,UAB ,-1.5
2014,Rider ,-1.6
2014,Air Force ,-1.6
2014,Georgia St ,-1.6
2014,CS Fullerton ,-1.6
2014,Ball State ,-1.6
2014,Col Charlestn ,-1.9
2014,Lafayette ,-1.9
2014,Mercer ,-1.9
2014,N Illinois ,-2.0
2014,TX-Arlington ,-2.0
2014,W Kentucky ,-2.0
2014,Loyola-Chi ,-2.1
2014,Brown ,-2.1
2014,South Dakota ,-2.1
2014,Rob Morris ,-2.1
2014,NC-Wilmgton ,-2.1
2014,Neb Omaha ,-2.2
2014,Fla Atlantic ,-2.2
2014,Morehead St ,-2.2
2014,AR Lit Rock ,-2.3
2014,Hofstra ,-2.3
2014,Lehigh ,-2.3
2014,Hawaii ,-2.4
2014,Colgate ,-2.5
2014,Marshall ,-2.5
2014,St Peters ,-2.5
2014,Arkansas St ,-2.5
2014,S Alabama ,-2.7
2014,E Kentucky ,-2.8
2014,Army ,-2.9
2014,Monmouth ,-3.0
2014,IPFW ,-3.0
2014,Dartmouth ,-3.0
2014,SC Upstate ,-3.1
2014,TN State ,-3.1
2014,Albany ,-3.1
2014,Loyola-MD ,-3.1
2014,Murray St ,-3.2
2014,Charl South ,-3.2
2014,Texas State ,-3.3
2014,Oral Roberts ,-3.3
2014,Bryant ,-3.3
2014,W Illinois ,-3.4
2014,Mt St Marys ,-3.5
2014,Cornell ,-3.5
2014,North Texas ,-3.5
2014,NW State ,-3.6
2014,Troy ,-3.7
2014,Morgan St ,-3.7
2014,Weber State ,-3.7
2014,Cal St Nrdge ,-3.8
2014,St Fran (NY) ,-3.8
2014,Central Mich ,-3.8
2014,Elon ,-3.8
2014,Rice ,-3.8
2014,Stony Brook ,-3.9
2014,N Florida ,-3.9
2014,North Dakota ,-3.9
2014,E Washingtn ,-4.0
2014,Florida Intl ,-4.0
2014,UMKC ,-4.0
2014,Wagner ,-4.0
2014,Sacred Hrt ,-4.0
2014,NC Central ,-4.0
2014,CS Bakersfld ,-4.1
2014,N Arizona ,-4.1
2014,Lipscomb ,-4.2
2014,Hartford ,-4.2
2014,LIU-Brooklyn ,-4.2
2014,NC-Asheville ,-4.2
2014,UC Riverside ,-4.2
2014,Montana ,-4.2
2014,Wofford ,-4.3
2014,St Fran (PA) ,-4.3
2014,E Carolina ,-4.3
2014,Tulane ,-4.3
2014,Idaho ,-4.3
2014,IUPUI ,-4.4
2014,Navy ,-4.5
2014,Idaho State ,-4.5
2014,Utah Val St ,-4.5
2014,High Point ,-4.5
2014,TN Tech ,-4.6
2014,Fla Gulf Cst ,-4.6
2014,W Carolina ,-4.6
2014,F Dickinson ,-4.7
2014,UC Davis ,-4.7
2014,Grand Canyon ,-4.8
2014,Ste F Austin ,-4.8
2014,Seattle ,-4.9
2014,Winthrop ,-4.9
2014,Stetson ,-4.9
2014,Chicago St ,-4.9
2014,N Colorado ,-5.0
2014,Gard-Webb ,-5.0
2014,E Tenn St ,-5.1
2014,Southern ,-5.1
2014,TX-Pan Am ,-5.1
2014,E Illinois ,-5.2
2014,N Kentucky ,-5.2
2014,Coastal Car ,-5.3
2014,Sac State ,-5.4
2014,Central Conn ,-5.4
2014,Massachusetts Lowell ,-5.5
2014,VA Military ,-5.5
2014,Coppin State ,-5.6
2014,SE Missouri ,-5.6
2014,Hampton ,-5.7
2014,Montana St ,-5.7
2014,Jksnville St ,-5.8
2014,S Utah ,-5.8
2014,Sam Hous St ,-5.9
2014,TX-San Ant ,-6.0
2014,N Hampshire ,-6.0
2014,Binghamton ,-6.0
2014,Savannah St ,-6.1
2014,SIU Edward ,-6.1
2014,Austin Peay ,-6.1
2014,Kennesaw St ,-6.1
2014,Jacksonville ,-6.2
2014,Portland St ,-6.2
2014,Maine ,-6.3
2014,Liberty ,-6.4
2014,Lamar ,-6.5
2014,Howard ,-6.5
2014,Norfolk St ,-6.7
2014,McNeese St ,-6.7
2014,Radford ,-6.7
2014,Maryland BC ,-6.7
2014,Jackson St ,-6.9
2014,Chattanooga ,-7.0
2014,Florida A&M ,-7.2
2014,TN Martin ,-7.2
2014,TX Southern ,-7.3
2014,NC A&T ,-7.3
2014,Delaware St ,-7.3
2014,NJIT ,-7.3
2014,TX A&M-CC ,-7.3
2014,Central Ark ,-7.5
2014,GA Southern ,-7.5
